x,y
-2.0,-1.30424885196
-1.995995996,-0.998150408839
-1.99199199199,-1.43936559827
-1.98798798799,-1.46024715713
-1.98398398398,-1.38896355203
-1.97997997998,-1.24683553518
-1.97597597598,-0.616638125266
-1.97197197197,-3.2417233533
-1.96796796797,-2.04713279837
-1.96396396396,-2.09803443598
-1.95995995996,-0.860598663799
-1.95595595596,-2.33331133692
-1.95195195195,-0.911681517142
-1.94794794795,-3.35345792413
-1.94394394394,-2.1220330407
-1.93993993994,-1.99869215748
-1.93593593594,-0.539795328971
-1.93193193193,-1.00053497361
-1.92792792793,-2.00011377377
-1.92392392392,-2.6245052058
-1.91991991992,-2.7884359044
-1.91591591592,-2.16510538988
-1.91191191191,-2.33387629502
-1.90790790791,-2.91254138798
-1.9039039039,-1.7072024577
-1.8998998999,-3.29970556149
-1.8958958959,-2.81760678456
-1.89189189189,-1.53527320431
-1.88788788789,-2.36637506607
-1.88388388388,-2.15407187573
-1.87987987988,-2.9054820875
-1.87587587588,-1.85266721493
-1.87187187187,0.069314662584
-1.86786786787,-0.346949222553
-1.86386386386,-2.2418157616
-1.85985985986,-2.69701494588
-1.85585585586,-0.746447058775
-1.85185185185,-1.0277786948
-1.84784784785,-1.02232825006
-1.84384384384,-3.47865226627
-1.83983983984,-1.33085911041
-1.83583583584,-2.00328613426
-1.83183183183,-3.56685514106
-1.82782782783,-2.75284008169
-1.82382382382,-3.75788082558
-1.81981981982,0.171698668243
-1.81581581582,-4.17778593769
-1.81181181181,-1.0822574953
-1.80780780781,-1.22105924953
-1.8038038038,-1.80049594311
-1.7997997998,-0.718033322093
-1.7957957958,-0.706255148456
-1.79179179179,-1.29965198483
-1.78778778779,-2.10623183454
-1.78378378378,-2.02903027638
-1.77977977978,-1.09014678891
-1.77577577578,-0.644030200807
-1.77177177177,-1.52448333643
-1.76776776777,-0.611097437209
-1.76376376376,-1.02891010249
-1.75975975976,0.714808486658
-1.75575575576,-1.14912793197
-1.75175175175,-1.32206603576
-1.74774774775,-0.0680908164817
-1.74374374374,0.0543441243221
-1.73973973974,-2.24260531909
-1.73573573574,-1.75052930884
-1.73173173173,-2.11410884399
-1.72772772773,-0.439528589356
-1.72372372372,-0.787098675926
-1.71971971972,-0.399635963319
-1.71571571572,-0.546691846101
-1.71171171171,-2.28242704716
-1.70770770771,-0.816265897834
-1.7037037037,-1.3340553897
-1.6996996997,-1.68741535433
-1.6956956957,-1.3472739797
-1.69169169169,-0.242517900624
-1.68768768769,-0.840619703376
-1.68368368368,-2.95754023133
-1.67967967968,-0.0926956561975
-1.67567567568,-1.10528470268
-1.67167167167,0.653109925314
-1.66766766767,-2.00103922316
-1.66366366366,-0.214930676995
-1.65965965966,-1.07816095029
-1.65565565566,-0.87349620252
-1.65165165165,-1.67371399127
-1.64764764765,-1.95552443232
-1.64364364364,-0.436406687848
-1.63963963964,-2.15104466238
-1.63563563564,-1.38019084366
-1.63163163163,-1.41824046463
-1.62762762763,-2.69703817657
-1.62362362362,-1.65580057598
-1.61961961962,-0.291573857263
-1.61561561562,-0.404749282878
-1.61161161161,-1.16473590341
-1.60760760761,-1.527490417
-1.6036036036,-0.470889538152
-1.5995995996,-0.413355569688
-1.5955955956,-0.619200584336
-1.59159159159,0.605596470795
-1.58758758759,-2.54366017473
-1.58358358358,1.36614018495
