x,y,label
-0.871525407116,-0.956396366573,1
0.854241296003,-0.877654112879,1
0.93388330937,0.82122073254,1
1.84289100784,0.753883582429,0
-0.450600244208,-0.180310753392,1
-0.421708192681,-0.227029460488,1
0.946422068897,1.62051525151,0
0.143488186751,1.42106466249,1
1.51934691823,1.08754699192,0
-0.247730048028,0.602317612951,1
1.87195987641,0.453194705146,0
-0.620394067973,-1.18243044931,1
0.850618498832,1.92182387568,0
-1.7922504976,-0.137694896753,0
-1.73407422468,0.276931728497,0
-1.51730445419,1.85830071899,0
0.442410658505,1.17836161029,1
-1.70323456721,-1.15950747477,0
1.88923651433,-0.870673317576,0
1.31653229486,-1.48349112322,0
1.59241127291,1.01792028405,0
1.97927052492,0.500191273922,0
-0.0580879929131,0.1071619673,1
-0.710384986098,-0.705698312248,1
-0.459775448809,0.619512362425,1
-1.51857667636,-1.97298111034,0
-0.431416753176,-1.93694457178,0
-0.516293204908,1.03889372868,1
-0.288104887934,0.469559669246,1
-1.22444148272,1.11732222482,0
1.02811993999,0.902527573843,1
-1.05873478495,-1.30318175929,0
1.10025785603,0.397196209651,1
-1.45403308077,-1.79302657258,0
0.946501379871,-1.15856705821,1
1.97525899635,-1.77141858699,0
-0.934307029001,-1.82183044631,0
1.25628231156,1.83094285738,0
-1.81161697022,-1.69520269248,0
-0.818592597699,1.94686286151,0
-0.909739226307,-0.42988048038,1
0.728733651682,1.87161401888,0
0.422154559165,1.23015579247,1
1.29414457011,-1.92314804471,0
1.38459344156,-0.833509193741,0
-1.5915224384,-0.908465693193,0
-1.57286945726,1.46826446644,0
-1.50125986444,-0.104880125257,1
-0.831196517422,1.60072846977,0
0.902899531295,0.84519857112,1
1.81004624569,0.0956754635097,0
1.8486303895,-1.08310747395,0
1.13513236634,-1.1832631673,0
-0.79738582195,-0.652791521744,1
1.27739961964,-0.854073176152,1
-0.459411179587,-1.09973730211,1
-0.503513989937,0.0061525710748,1
-0.513270660915,0.602467998462,1
0.470086724302,1.91926739771,0
-1.34752558861,0.0944119504185,1
0.0433715420129,1.18718505946,1
-1.60692800752,0.331981751368,0
-0.189069186795,1.47935210034,1
-1.77059891446,-1.84611899051,0
