x,y,label
0.47196881,0.29002269,0
-0.64729482,-0.63717847,0
-0.55197316,-1.01899979,0
-0.15022413,0.63600821,0
-0.33583908,0.64271592,0
-0.80162235,-0.37346091,0
-0.88098904,0.05367351,0
-0.11115902,-0.88349494,0
0.99622978,-1.11649645,0
-0.76672447,0.3815398,0
0.79291934,-1.01548549,0
-0.48479485,-0.51397207,0
-0.39360648,0.68562671,0
-0.97517149,-0.43410675,0
0.21052455,0.41789483,0
1.02212085,-0.0790497,0
-0.52714273,-0.61526808,0
-0.57661967,0.01681051,0
0.21766631,0.47608351,0
-0.64433826,0.43415386,0
-1.01502266,-0.06346452,0
-0.31564431,0.44774193,0
0.4090853,0.25728335,0
-0.38753924,-1.13122842,0
0.07203454,-0.38093925,0
0.33537803,0.11511898,0
-1.04601501,-0.53004481,0
-0.18743034,0.07643219,0
0.33498574,0.4541571,0
-0.07114525,-0.21853305,0
-0.02136786,0.73060906,0
-0.53092757,0.34072881,0
-0.23559478,0.6288014,0
0.01858418,0.71167245,0
0.11564922,0.47153494,0
-0.73324877,-0.08171733,0
-0.21572468,-1.08445318,0
0.14959967,-0.52067563,0
-0.84774145,-0.5726261,0
-0.99446658,-0.36322245,0
0.05694913,-0.44851802,0
-0.9219085,-0.2574135,0
0.21086397,-0.94559645,0
-0.24182126,-0.82587381,0
0.66107603,-0.04530864,0
-0.744699,-0.3872674,0
-0.35551685,-1.04375424,0
-0.71176152,0.49755415,0
-0.78427337,-0.90369695,0
-0.0020469,-0.23767589,0
0.43342309,0.64264828,0
0.82265356,-0.88311776,0
0.6831511,-0.78015504,0
-0.79966555,0.16270516,0
-0.86254998,0.00524825,0
0.05999421,-1.07763707,0
-0.32817164,-0.27259003,0
-0.68289461,-0.90750459,0
-0.53104752,-0.91751098,0
0.58230489,0.49927072,0
0.39125521,-0.09108535,0
-0.49950046,0.39079453,0
-0.10586335,-0.01233286,0
-0.23449458,0.03486283,0
0.47294603,-0.19164358,0
-0.97803897,-0.38374471,0
0.55227352,-0.36106831,0
-0.63472122,-0.94789125,0
0.73462482,-0.47127978,0
0.38406127,-0.89637173,0
0.70174235,-0.92835597,0
-0.16847719,0.61298721,0
-0.38780283,0.69151005,0
0.50121302,-0.8366628,0
0.49453842,0.36568288,0
-0.66308606,0.12063621,0
0.49947828,-0.14633155,0
-1.11140954,-1.05084881,0
-0.37220646,-0.99559285,0
